,state_code_year,month,WET_DRY_SPELL,PRECIPITATION,TEMPERATURE,CLIMAT,STATE_YEAR_MONTH
9412,AL-1996,9,1.84,5.71,72.1,subtropical,AL-1996-9
10588,AL-1996,10,1.7,2.38,62.7,subtropical,AL-1996-10
11764,AL-1996,11,1.48,3.46,52.7,subtropical,AL-1996-11
12940,AL-1996,12,1.29,4.94,49.1,subtropical,AL-1996-12
5,AL-1997,1,1.57,6.47,45.9,subtropical,AL-1997-1
1181,AL-1997,2,1.64,6.16,50.8,subtropical,AL-1997-2
2357,AL-1997,3,0.6,3.87,61.2,subtropical,AL-1997-3
3533,AL-1997,4,0.98,6.03,58.8,subtropical,AL-1997-4
4709,AL-1997,5,1.48,5.39,67.2,subtropical,AL-1997-5
5885,AL-1997,6,2.8,7.91,74.0,subtropical,AL-1997-6
7061,AL-1997,7,2.6,5.33,80.1,subtropical,AL-1997-7
8237,AL-1997,8,2.11,2.88,77.7,subtropical,AL-1997-8
9413,AL-1997,9,1.71,3.3,74.8,subtropical,AL-1997-9
10589,AL-1997,10,2.29,5.1,63.1,subtropical,AL-1997-10
11765,AL-1997,11,2.81,5.7,50.0,subtropical,AL-1997-11
12941,AL-1997,12,2.53,4.82,44.8,subtropical,AL-1997-12
6,AL-1998,1,3.15,8.14,47.8,subtropical,AL-1998-1
1182,AL-1998,2,3.43,7.29,49.2,subtropical,AL-1998-2
2358,AL-1998,3,3.09,6.2,53.4,subtropical,AL-1998-3
3534,AL-1998,4,2.94,5.39,61.6,subtropical,AL-1998-4
4710,AL-1998,5,-0.8,2.28,73.6,subtropical,AL-1998-5
5886,AL-1998,6,-1.42,3.22,80.7,subtropical,AL-1998-6
7062,AL-1998,7,-1.47,6.07,81.8,subtropical,AL-1998-7
8238,AL-1998,8,-1.85,3.44,79.9,subtropical,AL-1998-8
9414,AL-1998,9,1.14,8.29,77.4,subtropical,AL-1998-9
10590,AL-1998,10,-0.4,1.37,66.8,subtropical,AL-1998-10
11766,AL-1998,11,-0.67,3.3,57.9,subtropical,AL-1998-11
12942,AL-1998,12,-0.96,4.27,51.4,subtropical,AL-1998-12
7,AL-1999,1,-0.08,7.94,49.4,subtropical,AL-1999-1
1183,AL-1999,2,-0.93,2.55,51.8,subtropical,AL-1999-2
2359,AL-1999,3,-0.95,5.65,52.8,subtropical,AL-1999-3
3535,AL-1999,4,-1.68,2.57,67.1,subtropical,AL-1999-4
4711,AL-1999,5,-0.04,4.11,69.5,subtropical,AL-1999-5
5887,AL-1999,6,1.45,8.31,76.7,subtropical,AL-1999-6
7063,AL-1999,7,-0.15,4.63,80.5,subtropical,AL-1999-7
8239,AL-1999,8,-1.0,2.02,81.8,subtropical,AL-1999-8
9415,AL-1999,9,-1.57,1.91,73.3,subtropical,AL-1999-9
10591,AL-1999,10,-1.33,3.39,63.6,subtropical,AL-1999-10
11767,AL-1999,11,-1.72,2.61,56.2,subtropical,AL-1999-11
12943,AL-1999,12,-2.17,3.32,47.0,subtropical,AL-1999-12
8,AL-2000,1,-2.12,4.69,46.5,subtropical,AL-2000-1
1184,AL-2000,2,-2.96,1.99,52.3,subtropical,AL-2000-2
2360,AL-2000,3,-3.12,5.05,58.9,subtropical,AL-2000-3
3536,AL-2000,4,-2.73,4.83,60.1,subtropical,AL-2000-4
4712,AL-2000,5,-3.59,1.32,74.0,subtropical,AL-2000-5
5888,AL-2000,6,-3.6,3.71,77.6,subtropical,AL-2000-6
7064,AL-2000,7,-4.61,2.26,81.9,subtropical,AL-2000-7
8240,AL-2000,8,-5.25,2.36,81.0,subtropical,AL-2000-8
9416,AL-2000,9,-4.97,3.49,73.9,subtropical,AL-2000-9
10592,AL-2000,10,-5.29,0.8,64.6,subtropical,AL-2000-10
11768,AL-2000,11,1.1,7.7,52.8,subtropical,AL-2000-11
12944,AL-2000,12,0.92,4.29,39.2,subtropical,AL-2000-12
9,AL-2001,1,0.78,4.69,41.2,subtropical,AL-2001-1
1185,AL-2001,2,0.27,4.11,52.6,subtropical,AL-2001-2
2361,AL-2001,3,1.36,10.11,51.4,subtropical,AL-2001-3
3537,AL-2001,4,0.86,3.88,64.7,subtropical,AL-2001-4
4713,AL-2001,5,0.73,4.03,70.6,subtropical,AL-2001-5
5889,AL-2001,6,1.78,7.15,75.8,subtropical,AL-2001-6
7065,AL-2001,7,1.3,3.95,79.7,subtropical,AL-2001-7
8241,AL-2001,8,1.71,5.48,78.5,subtropical,AL-2001-8
9417,AL-2001,9,2.04,4.8,71.9,subtropical,AL-2001-9
10593,AL-2001,10,2.25,3.27,60.6,subtropical,AL-2001-10
11769,AL-2001,11,-0.18,3.43,58.8,subtropical,AL-2001-11
12945,AL-2001,12,-0.45,4.14,50.6,subtropical,AL-2001-12
10,AL-2002,1,-0.43,5.11,46.8,subtropical,AL-2002-1
1186,AL-2002,2,-0.99,2.99,46.0,subtropical,AL-2002-2
2362,AL-2002,3,-1.03,5.79,55.0,subtropical,AL-2002-3
3538,AL-2002,4,-1.82,2.19,66.4,subtropical,AL-2002-4
4714,AL-2002,5,-1.75,4.09,70.2,subtropical,AL-2002-5
5890,AL-2002,6,-1.68,3.77,77.2,subtropical,AL-2002-6
7066,AL-2002,7,-1.65,5.38,80.3,subtropical,AL-2002-7
8242,AL-2002,8,-1.92,3.24,79.7,subtropical,AL-2002-8
9418,AL-2002,9,0.97,7.57,77.3,subtropical,AL-2002-9
10594,AL-2002,10,1.77,5.58,67.8,subtropical,AL-2002-10
11770,AL-2002,11,2.11,4.88,51.0,subtropical,AL-2002-11
12946,AL-2002,12,2.38,6.54,45.2,subtropical,AL-2002-12
11,AL-2003,1,1.38,2.33,40.0,subtropical,AL-2003-1
1187,AL-2003,2,1.71,6.76,48.0,subtropical,AL-2003-2
2363,AL-2003,3,1.0,4.67,57.6,subtropical,AL-2003-3
3539,AL-2003,4,1.28,6.41,63.3,subtropical,AL-2003-4
4715,AL-2003,5,2.54,8.49,71.6,subtropical,AL-2003-5
5891,AL-2003,6,3.75,8.17,75.6,subtropical,AL-2003-6
7067,AL-2003,7,4.34,7.74,78.5,subtropical,AL-2003-7
8243,AL-2003,8,4.61,5.7,79.4,subtropical,AL-2003-8
9419,AL-2003,9,4.38,3.7,73.1,subtropical,AL-2003-9
10595,AL-2003,10,-0.13,1.61,63.5,subtropical,AL-2003-10
11771,AL-2003,11,0.18,4.67,58.2,subtropical,AL-2003-11
12947,AL-2003,12,-0.35,3.47,44.0,subtropical,AL-2003-12
12,AL-2004,1,-0.85,3.27,44.2,subtropical,AL-2004-1
1188,AL-2004,2,-0.16,7.06,45.4,subtropical,AL-2004-2
2364,AL-2004,3,-1.36,2.28,59.0,subtropical,AL-2004-3
3540,AL-2004,4,-1.58,3.37,61.2,subtropical,AL-2004-4
4716,AL-2004,5,-1.59,4.0,72.7,subtropical,AL-2004-5
5892,AL-2004,6,1.19,7.53,76.8,subtropical,AL-2004-6
7068,AL-2004,7,0.95,4.43,79.2,subtropical,AL-2004-7
8244,AL-2004,8,1.21,4.48,76.3,subtropical,AL-2004-8
9420,AL-2004,9,2.1,6.63,73.8,subtropical,AL-2004-9
10596,AL-2004,10,2.37,3.87,68.5,subtropical,AL-2004-10
11772,AL-2004,11,3.46,8.12,57.8,subtropical,AL-2004-11
12948,AL-2004,12,3.12,4.84,45.1,subtropical,AL-2004-12
13,AL-2005,1,2.03,2.86,49.2,subtropical,AL-2005-1
1189,AL-2005,2,1.69,4.96,51.2,subtropical,AL-2005-2
2365,AL-2005,3,1.43,5.85,53.5,subtropical,AL-2005-3
3541,AL-2005,4,2.07,7.6,61.0,subtropical,AL-2005-4
4717,AL-2005,5,1.53,2.8,68.3,subtropical,AL-2005-5
5893,AL-2005,6,2.17,6.37,76.7,subtropical,AL-2005-6
7069,AL-2005,7,3.23,9.19,80.4,subtropical,AL-2005-7
8245,AL-2005,8,3.65,6.01,80.5,subtropical,AL-2005-8
9421,AL-2005,9,-0.05,3.29,76.9,subtropical,AL-2005-9
10597,AL-2005,10,-0.58,0.61,63.8,subtropical,AL-2005-10
11773,AL-2005,11,-0.67,3.59,55.8,subtropical,AL-2005-11
12949,AL-2005,12,-0.85,3.95,43.4,subtropical,AL-2005-12
14,AL-2006,1,-0.85,5.23,51.1,subtropical,AL-2006-1
1190,AL-2006,2,-0.76,5.05,46.1,subtropical,AL-2006-2
2366,AL-2006,3,-1.62,2.97,56.1,subtropical,AL-2006-3
3542,AL-2006,4,-2.16,3.07,67.5,subtropical,AL-2006-4
4718,AL-2006,5,-1.87,4.41,70.4,subtropical,AL-2006-5
5894,AL-2006,6,-2.39,2.01,78.1,subtropical,AL-2006-6
7070,AL-2006,7,-3.12,3.33,81.9,subtropical,AL-2006-7
8246,AL-2006,8,-3.37,3.91,82.3,subtropical,AL-2006-8
9422,AL-2006,9,-3.19,3.53,72.8,subtropical,AL-2006-9
10598,AL-2006,10,-2.18,5.13,61.9,subtropical,AL-2006-10
11774,AL-2006,11,-1.6,4.84,52.8,subtropical,AL-2006-11
12950,AL-2006,12,-1.73,4.06,49.4,subtropical,AL-2006-12
15,AL-2007,1,-1.8,4.34,46.7,subtropical,AL-2007-1
1191,AL-2007,2,-2.31,2.64,44.8,subtropical,AL-2007-2
2367,AL-2007,3,-3.52,1.56,60.0,subtropical,AL-2007-3
3543,AL-2007,4,-3.4,3.91,60.0,subtropical,AL-2007-4
4719,AL-2007,5,-4.23,0.73,71.2,subtropical,AL-2007-5
5895,AL-2007,6,-4.57,2.78,78.8,subtropical,AL-2007-6
7071,AL-2007,7,-4.4,5.2,79.2,subtropical,AL-2007-7
8247,AL-2007,8,-5.05,2.67,84.4,subtropical,AL-2007-8
9423,AL-2007,9,-5.02,3.11,76.0,subtropical,AL-2007-9
10599,AL-2007,10,-4.4,3.92,66.5,subtropical,AL-2007-10
11775,AL-2007,11,-4.36,2.75,53.6,subtropical,AL-2007-11
12951,AL-2007,12,-4.37,4.25,51.6,subtropical,AL-2007-12
16,AL-2008,1,-4.19,4.09,43.0,subtropical,AL-2008-1
1192,AL-2008,2,-3.61,5.79,49.2,subtropical,AL-2008-2
2368,AL-2008,3,-3.86,4.01,55.2,subtropical,AL-2008-3
3544,AL-2008,4,-3.58,4.53,62.8,subtropical,AL-2008-4
4720,AL-2008,5,-3.1,4.43,70.3,subtropical,AL-2008-5
5896,AL-2008,6,-3.29,2.69,78.7,subtropical,AL-2008-6
7072,AL-2008,7,-3.54,4.04,80.0,subtropical,AL-2008-7
8248,AL-2008,8,1.52,8.89,78.4,subtropical,AL-2008-8
9424,AL-2008,9,0.82,1.65,74.5,subtropical,AL-2008-9
10600,AL-2008,10,0.91,3.02,62.2,subtropical,AL-2008-10
11776,AL-2008,11,0.69,3.15,51.0,subtropical,AL-2008-11
12952,AL-2008,12,1.07,6.78,49.7,subtropical,AL-2008-12
17,AL-2009,1,0.76,4.42,45.3,subtropical,AL-2009-1
1193,AL-2009,2,0.28,3.85,48.2,subtropical,AL-2009-2
2369,AL-2009,3,0.89,8.98,57.3,subtropical,AL-2009-3
3545,AL-2009,4,0.72,4.45,61.4,subtropical,AL-2009-4
4721,AL-2009,5,2.07,8.51,71.2,subtropical,AL-2009-5
5897,AL-2009,6,1.31,2.71,79.4,subtropical,AL-2009-6
7073,AL-2009,7,1.23,5.59,78.1,subtropical,AL-2009-7
8249,AL-2009,8,1.56,5.49,78.0,subtropical,AL-2009-8
9425,AL-2009,9,2.58,7.57,75.0,subtropical,AL-2009-9
10601,AL-2009,10,4.0,7.18,62.8,subtropical,AL-2009-10
11777,AL-2009,11,3.9,4.39,53.4,subtropical,AL-2009-11
12953,AL-2009,12,5.14,10.63,44.8,subtropical,AL-2009-12
18,AL-2010,1,5.04,6.21,40.0,subtropical,AL-2010-1
1194,AL-2010,2,-0.16,4.22,40.6,subtropical,AL-2010-2
2370,AL-2010,3,-0.37,5.07,51.2,subtropical,AL-2010-3
3546,AL-2010,4,-0.96,2.82,64.2,subtropical,AL-2010-4
4722,AL-2010,5,-0.35,6.15,73.3,subtropical,AL-2010-5
5898,AL-2010,6,-0.78,3.26,80.9,subtropical,AL-2010-6
7074,AL-2010,7,-1.61,3.5,82.6,subtropical,AL-2010-7
8250,AL-2010,8,-1.71,4.83,83.0,subtropical,AL-2010-8
9426,AL-2010,9,-2.51,1.61,76.9,subtropical,AL-2010-9
10602,AL-2010,10,-2.47,2.59,64.3,subtropical,AL-2010-10
11778,AL-2010,11,-2.1,4.73,55.2,subtropical,AL-2010-11
12954,AL-2010,12,-2.67,2.2,40.3,subtropical,AL-2010-12
19,AL-2011,1,-2.65,4.03,41.1,subtropical,AL-2011-1
1195,AL-2011,2,-2.91,3.49,49.5,subtropical,AL-2011-2
2371,AL-2011,3,-2.2,8.18,57.8,subtropical,AL-2011-3
3547,AL-2011,4,-2.06,5.08,65.7,subtropical,AL-2011-4
4723,AL-2011,5,-2.64,1.64,69.9,subtropical,AL-2011-5
5899,AL-2011,6,-2.99,3.55,81.2,subtropical,AL-2011-6
7075,AL-2011,7,-3.02,5.52,81.7,subtropical,AL-2011-7
8251,AL-2011,8,-3.87,2.05,81.8,subtropical,AL-2011-8
9427,AL-2011,9,-2.44,7.21,72.1,subtropical,AL-2011-9
10603,AL-2011,10,-2.6,0.79,60.6,subtropical,AL-2011-10
11779,AL-2011,11,-2.32,4.13,55.3,subtropical,AL-2011-11
12955,AL-2011,12,-2.13,5.04,49.3,subtropical,AL-2011-12
20,AL-2012,1,-1.9,5.44,50.1,subtropical,AL-2012-1
1196,AL-2012,2,-2.01,4.49,52.1,subtropical,AL-2012-2
2372,AL-2012,3,-2.41,5.35,64.6,subtropical,AL-2012-3
3548,AL-2012,4,-3.08,1.89,65.0,subtropical,AL-2012-4
4724,AL-2012,5,-3.05,4.16,73.4,subtropical,AL-2012-5
5900,AL-2012,6,-2.8,4.0,76.8,subtropical,AL-2012-6
7076,AL-2012,7,-2.64,5.75,81.6,subtropical,AL-2012-7
8252,AL-2012,8,0.64,6.07,78.1,subtropical,AL-2012-8
9428,AL-2012,9,1.16,5.35,73.0,subtropical,AL-2012-9
10604,AL-2012,10,1.29,2.91,62.2,subtropical,AL-2012-10
11780,AL-2012,11,0.52,1.36,51.2,subtropical,AL-2012-11
12956,AL-2012,12,0.82,6.61,50.9,subtropical,AL-2012-12
21,AL-2013,1,1.0,6.27,50.0,subtropical,AL-2013-1
1197,AL-2013,2,1.99,8.86,48.0,subtropical,AL-2013-2
2373,AL-2013,3,1.26,3.83,49.8,subtropical,AL-2013-3
3549,AL-2013,4,1.36,5.71,62.2,subtropical,AL-2013-4
4725,AL-2013,5,1.3,4.0,68.2,subtropical,AL-2013-5
5901,AL-2013,6,1.73,5.81,78.0,subtropical,AL-2013-6
7077,AL-2013,7,2.87,8.7,77.7,subtropical,AL-2013-7
8253,AL-2013,8,3.3,5.5,77.9,subtropical,AL-2013-8
9429,AL-2013,9,2.97,3.2,75.0,subtropical,AL-2013-9
10605,AL-2013,10,2.4,1.47,64.9,subtropical,AL-2013-10
11781,AL-2013,11,2.11,3.42,51.6,subtropical,AL-2013-11
12957,AL-2013,12,2.72,7.93,47.9,subtropical,AL-2013-12
22,AL-2014,1,1.82,2.7,37.3,subtropical,AL-2014-1
1198,AL-2014,2,1.82,5.75,47.3,subtropical,AL-2014-2
2374,AL-2014,3,1.51,5.57,52.3,subtropical,AL-2014-3
3550,AL-2014,4,2.64,9.67,62.4,subtropical,AL-2014-4
4726,AL-2014,5,2.44,4.27,70.2,subtropical,AL-2014-5
5902,AL-2014,6,2.56,5.23,77.9,subtropical,AL-2014-6
7078,AL-2014,7,-0.4,3.36,77.8,subtropical,AL-2014-7
8254,AL-2014,8,-0.72,3.25,79.5,subtropical,AL-2014-8
9430,AL-2014,9,-1.23,2.51,76.3,subtropical,AL-2014-9
10606,AL-2014,10,-0.73,4.38,65.2,subtropical,AL-2014-10
11782,AL-2014,11,-0.8,2.98,48.2,subtropical,AL-2014-11
12958,AL-2014,12,-0.42,6.36,50.0,subtropical,AL-2014-12
23,AL-2015,1,-0.57,4.34,43.6,subtropical,AL-2015-1
1199,AL-2015,2,-0.74,4.05,41.3,subtropical,AL-2015-2
2375,AL-2015,3,-1.3,4.28,57.8,subtropical,AL-2015-3
3551,AL-2015,4,-0.7,7.14,66.0,subtropical,AL-2015-4
4727,AL-2015,5,-0.64,4.32,71.8,subtropical,AL-2015-5
5903,AL-2015,6,-0.91,3.27,78.8,subtropical,AL-2015-6
7079,AL-2015,7,-1.26,4.71,81.6,subtropical,AL-2015-7
8255,AL-2015,8,-0.99,4.94,79.0,subtropical,AL-2015-8
9431,AL-2015,9,-1.3,2.71,74.4,subtropical,AL-2015-9
10607,AL-2015,10,-1.24,2.93,65.0,subtropical,AL-2015-10
11783,AL-2015,11,0.68,6.8,59.2,subtropical,AL-2015-11
12959,AL-2015,12,2.33,11.87,56.9,subtropical,AL-2015-12
48,AR-1992,1,-0.4,2.42,40.8,subtropical,AR-1992-1
1224,AR-1992,2,-0.69,3.28,48.6,subtropical,AR-1992-2
2400,AR-1992,3,-0.57,5.24,52.6,subtropical,AR-1992-3
3576,AR-1992,4,-1.12,2.61,60.4,subtropical,AR-1992-4
4752,AR-1992,5,-1.41,3.38,66.8,subtropical,AR-1992-5
5928,AR-1992,6,1.06,6.95,73.9,subtropical,AR-1992-6
7104,AR-1992,7,1.82,5.49,79.3,subtropical,AR-1992-7
8280,AR-1992,8,2.03,2.68,74.0,subtropical,AR-1992-8
9456,AR-1992,9,2.31,4.39,70.5,subtropical,AR-1992-9
10632,AR-1992,10,1.72,1.59,61.6,subtropical,AR-1992-10
11808,AR-1992,11,1.86,5.4,48.2,subtropical,AR-1992-11
12984,AR-1992,12,1.87,4.83,42.0,subtropical,AR-1992-12
49,AR-1993,1,1.94,4.77,39.4,subtropical,AR-1993-1
1225,AR-1993,2,-0.28,2.97,41.3,subtropical,AR-1993-2
2401,AR-1993,3,-0.67,3.32,49.0,subtropical,AR-1993-3
3577,AR-1993,4,0.5,5.96,56.3,subtropical,AR-1993-4
4753,AR-1993,5,0.49,5.11,67.0,subtropical,AR-1993-5
5929,AR-1993,6,0.52,4.12,76.4,subtropical,AR-1993-6
7105,AR-1993,7,-0.84,1.4,83.2,subtropical,AR-1993-7
8281,AR-1993,8,-1.02,3.6,81.3,subtropical,AR-1993-8
9457,AR-1993,9,0.48,5.14,70.6,subtropical,AR-1993-9
10633,AR-1993,10,1.14,5.53,58.7,subtropical,AR-1993-10
11809,AR-1993,11,1.5,5.42,46.0,subtropical,AR-1993-11
12985,AR-1993,12,1.51,4.7,42.5,subtropical,AR-1993-12
50,AR-1994,1,1.82,5.44,36.6,subtropical,AR-1994-1
1226,AR-1994,2,1.61,3.87,43.0,subtropical,AR-1994-2
2402,AR-1994,3,1.49,5.16,51.9,subtropical,AR-1994-3
3578,AR-1994,4,1.1,4.25,62.7,subtropical,AR-1994-4
4754,AR-1994,5,0.77,3.97,66.2,subtropical,AR-1994-5
5930,AR-1994,6,0.64,4.06,78.8,subtropical,AR-1994-6
7106,AR-1994,7,1.69,6.59,78.1,subtropical,AR-1994-7
8282,AR-1994,8,1.9,3.1,76.2,subtropical,AR-1994-8
9458,AR-1994,9,1.49,2.2,70.2,subtropical,AR-1994-9
10634,AR-1994,10,1.49,3.88,62.4,subtropical,AR-1994-10
11810,AR-1994,11,2.01,7.14,54.2,subtropical,AR-1994-11
12986,AR-1994,12,1.94,4.73,44.4,subtropical,AR-1994-12
51,AR-1995,1,2.06,5.08,41.1,subtropical,AR-1995-1
1227,AR-1995,2,-0.62,2.05,44.5,subtropical,AR-1995-2
2403,AR-1995,3,-1.07,3.47,53.5,subtropical,AR-1995-3
3579,AR-1995,4,-0.58,6.03,60.1,subtropical,AR-1995-4
4755,AR-1995,5,-0.59,4.9,68.3,subtropical,AR-1995-5
5931,AR-1995,6,-0.51,3.67,74.6,subtropical,AR-1995-6
7107,AR-1995,7,-0.19,4.22,80.0,subtropical,AR-1995-7
8283,AR-1995,8,-0.9,1.24,83.1,subtropical,AR-1995-8
9459,AR-1995,9,-1.08,2.63,70.0,subtropical,AR-1995-9
10635,AR-1995,10,-1.39,2.39,62.0,subtropical,AR-1995-10
11811,AR-1995,11,-1.83,2.82,47.8,subtropical,AR-1995-11
12987,AR-1995,12,-1.83,4.34,40.7,subtropical,AR-1995-12
52,AR-1996,1,-1.91,2.81,38.2,subtropical,AR-1996-1
1228,AR-1996,2,-2.47,1.63,44.4,subtropical,AR-1996-2
2404,AR-1996,3,-2.45,3.64,46.2,subtropical,AR-1996-3
3580,AR-1996,4,-2.18,4.52,58.2,subtropical,AR-1996-4
4756,AR-1996,5,-2.49,3.85,72.3,subtropical,AR-1996-5
5932,AR-1996,6,0.13,4.34,76.3,subtropical,AR-1996-6
7108,AR-1996,7,0.8,5.44,79.2,subtropical,AR-1996-7
8284,AR-1996,8,0.92,3.02,77.6,subtropical,AR-1996-8
9460,AR-1996,9,1.76,6.09,70.0,subtropical,AR-1996-9
10636,AR-1996,10,1.96,3.99,61.2,subtropical,AR-1996-10
11812,AR-1996,11,3.23,8.89,46.6,subtropical,AR-1996-11
12988,AR-1996,12,2.69,3.53,44.6,subtropical,AR-1996-12
53,AR-1997,1,2.18,2.93,38.6,subtropical,AR-1997-1
1229,AR-1997,2,2.54,6.02,46.0,subtropical,AR-1997-2
2405,AR-1997,3,2.53,6.15,54.8,subtropical,AR-1997-3
3581,AR-1997,4,3.27,7.72,56.0,subtropical,AR-1997-4
4757,AR-1997,5,2.71,3.92,65.9,subtropical,AR-1997-5
5933,AR-1997,6,2.9,5.07,74.3,subtropical,AR-1997-6
7109,AR-1997,7,2.22,1.99,81.3,subtropical,AR-1997-7
8285,AR-1997,8,2.0,3.17,77.4,subtropical,AR-1997-8
9461,AR-1997,9,1.54,2.9,73.2,subtropical,AR-1997-9
10637,AR-1997,10,1.66,4.52,60.9,subtropical,AR-1997-10
11813,AR-1997,11,1.3,3.47,47.1,subtropical,AR-1997-11
12989,AR-1997,12,1.15,4.07,40.4,subtropical,AR-1997-12
54,AR-1998,1,1.64,6.33,44.3,subtropical,AR-1998-1
1230,AR-1998,2,1.65,4.77,46.5,subtropical,AR-1998-2
2406,AR-1998,3,1.79,5.79,49.6,subtropical,AR-1998-3
3582,AR-1998,4,-0.41,3.23,59.7,subtropical,AR-1998-4
4758,AR-1998,5,-1.03,3.41,72.7,subtropical,AR-1998-5
5934,AR-1998,6,-1.73,2.0,79.9,subtropical,AR-1998-6
7110,AR-1998,7,-2.26,3.47,84.0,subtropical,AR-1998-7
8286,AR-1998,8,-2.36,3.24,80.9,subtropical,AR-1998-8
9462,AR-1998,9,-2.24,4.24,77.9,subtropical,AR-1998-9
10638,AR-1998,10,-1.72,5.11,64.1,subtropical,AR-1998-10
11814,AR-1998,11,-2.03,3.01,53.7,subtropical,AR-1998-11
12990,AR-1998,12,-1.86,4.57,43.9,subtropical,AR-1998-12
55,AR-1999,1,-0.88,6.89,42.6,subtropical,AR-1999-1
1231,AR-1999,2,-1.75,1.33,49.6,subtropical,AR-1999-2
2407,AR-1999,3,-1.38,5.33,49.0,subtropical,AR-1999-3
3583,AR-1999,4,-1.12,5.59,63.4,subtropical,AR-1999-4
4759,AR-1999,5,-1.14,4.62,68.2,subtropical,AR-1999-5
5935,AR-1999,6,-0.57,5.35,76.5,subtropical,AR-1999-6
7111,AR-1999,7,-0.97,1.79,81.6,subtropical,AR-1999-7
8287,AR-1999,8,-1.75,1.2,81.2,subtropical,AR-1999-8
9463,AR-1999,9,-2.2,1.77,71.9,subtropical,AR-1999-9
10639,AR-1999,10,-2.2,3.12,62.0,subtropical,AR-1999-10
11815,AR-1999,11,-2.95,1.85,55.8,subtropical,AR-1999-11
12991,AR-1999,12,-2.79,4.96,44.0,subtropical,AR-1999-12
56,AR-2000,1,-3.0,2.32,41.8,subtropical,AR-2000-1
1232,AR-2000,2,-3.24,2.66,49.1,subtropical,AR-2000-2
2408,AR-2000,3,-3.22,4.24,54.8,subtropical,AR-2000-3
3584,AR-2000,4,-3.17,3.61,59.2,subtropical,AR-2000-4
4760,AR-2000,5,-2.55,6.69,70.8,subtropical,AR-2000-5
5936,AR-2000,6,-1.27,6.93,75.1,subtropical,AR-2000-6
7112,AR-2000,7,-1.63,1.54,80.1,subtropical,AR-2000-7
8288,AR-2000,8,-2.66,0.43,83.8,subtropical,AR-2000-8
9464,AR-2000,9,-2.75,2.95,73.7,subtropical,AR-2000-9
10640,AR-2000,10,-3.16,1.76,63.9,subtropical,AR-2000-10
11816,AR-2000,11,1.04,8.97,46.8,subtropical,AR-2000-11
12992,AR-2000,12,0.88,3.6,31.6,subtropical,AR-2000-12
57,AR-2001,1,0.72,3.48,37.0,subtropical,AR-2001-1
1233,AR-2001,2,1.87,8.07,45.5,subtropical,AR-2001-2
2409,AR-2001,3,-0.25,3.78,47.9,subtropical,AR-2001-3
3585,AR-2001,4,-1.12,2.34,65.4,subtropical,AR-2001-4
4761,AR-2001,5,-1.05,5.64,70.0,subtropical,AR-2001-5
5937,AR-2001,6,-1.12,3.15,75.5,subtropical,AR-2001-6
7113,AR-2001,7,-1.49,2.58,82.0,subtropical,AR-2001-7
8289,AR-2001,8,-1.7,2.84,80.8,subtropical,AR-2001-8
9465,AR-2001,9,0.02,3.65,70.9,subtropical,AR-2001-9
10641,AR-2001,10,0.69,5.82,59.5,subtropical,AR-2001-10
11817,AR-2001,11,0.94,5.78,55.0,subtropical,AR-2001-11
12993,AR-2001,12,1.97,8.28,45.2,subtropical,AR-2001-12
58,AR-2002,1,1.78,4.01,42.5,subtropical,AR-2002-1
1234,AR-2002,2,1.22,2.73,42.3,subtropical,AR-2002-2
2410,AR-2002,3,2.57,9.5,47.9,subtropical,AR-2002-3
3586,AR-2002,4,-0.54,3.33,63.6,subtropical,AR-2002-4
4762,AR-2002,5,-0.15,6.16,67.0,subtropical,AR-2002-5
5938,AR-2002,6,-0.55,2.57,76.6,subtropical,AR-2002-6
7114,AR-2002,7,-0.49,4.13,80.6,subtropical,AR-2002-7
8290,AR-2002,8,-0.44,3.36,79.9,subtropical,AR-2002-8
9466,AR-2002,9,-0.71,2.98,75.2,subtropical,AR-2002-9
10642,AR-2002,10,-0.4,4.35,60.5,subtropical,AR-2002-10
11818,AR-2002,11,-0.93,2.17,48.2,subtropical,AR-2002-11
12994,AR-2002,12,0.0,7.54,42.7,subtropical,AR-2002-12
59,AR-2003,1,-0.83,0.67,36.8,subtropical,AR-2003-1
1235,AR-2003,2,-0.05,6.05,40.1,subtropical,AR-2003-2
2411,AR-2003,3,-0.92,2.01,51.2,subtropical,AR-2003-3
3587,AR-2003,4,-1.48,2.6,61.7,subtropical,AR-2003-4
4763,AR-2003,5,0.4,6.87,69.6,subtropical,AR-2003-5
5939,AR-2003,6,1.09,5.75,73.1,subtropical,AR-2003-6
7115,AR-2003,7,1.16,3.56,80.0,subtropical,AR-2003-7
8291,AR-2003,8,1.07,2.93,80.8,subtropical,AR-2003-8
9467,AR-2003,9,1.07,3.6,70.2,subtropical,AR-2003-9
10643,AR-2003,10,-0.34,2.43,62.8,subtropical,AR-2003-10
11819,AR-2003,11,-0.31,5.26,54.6,subtropical,AR-2003-11
12995,AR-2003,12,-0.63,3.11,42.3,subtropical,AR-2003-12
60,AR-2004,1,-0.74,3.26,41.0,subtropical,AR-2004-1
1236,AR-2004,2,-0.58,4.1,40.6,subtropical,AR-2004-2
2412,AR-2004,3,-0.81,4.48,55.9,subtropical,AR-2004-3
3588,AR-2004,4,0.42,6.28,60.8,subtropical,AR-2004-4
4764,AR-2004,5,0.22,5.0,70.7,subtropical,AR-2004-5
5940,AR-2004,6,0.83,5.81,75.8,subtropical,AR-2004-6
